,selfie,smile,med1,pdop,adip,rano,osmb,siga,zale,valt,med2,dhop,shop,logp
0,[C][C][C][Branch1][C][C][Branch1][C][C][Br],CCC(C)(C)Br,0.0769230769230769,0.0046077990290988,2.9931273969774224e-05,0.0,1.3310364904170346e-06,2.3113456716826404e-17,8.305895500294471e-10,0.0,0.0183284260450802,0.5,0.3333333333333333,0.652268052785455
1,[C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch2][C][C][=C][C][=C][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][Ring1][C][=O][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][Ring2][Ring1][Ring2][=O],CC(=O)NC(CC1=CC=C(OP(=O)(O)O)C(C=O)=C1)C(=O)NC2CCCCN(CC3=CC=C(C4=CC=CC=C4)C=C3)C2=O,0.0599670272000677,0.1423368291750686,0.1461804669991744,0.1327849720031177,0.3703453331614571,7.398178262023313e-28,2.4302473329663892e-18,1.4642611759172663e-41,0.1345221564430435,0.5263032042085127,0.3730803974706413,-3.164507070325602
2,[C][C][=Branch1][C][=O][N][C][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][S][C][Branch1][C][F][Branch1][C][F][P][=Branch1][C][=O][Branch1][C][O][O][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][Ring2][Ring1][Ring2][=O],CC(=O)NC(CC1=CC=C(C(F)(F)P(=O)(O)O)C=C1)C(=O)NC2CCCCN(CC3=CC=C(C4=CC=CC=C4)C=C3)C2=O,0.0603938441678774,0.1394610412338448,0.1434478808738709,0.2738813433431128,0.1866335094464082,5.8427836754299495e-24,6.477811220621234e-18,4.874793860725905e-36,0.1183693348592795,0.5230892063355056,0.3682236895736528,-2.4056065806670426
3,[C][C][=C][C][Branch2][Ring2][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][N][Branch1][C][C][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][O][C][=C][Ring2][Ring1][Ring2][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][S],CC1=CC(COC2=CC=C(NC(=O)C3CN(C)CCC3C(=O)NO)C=C2)=C4C=CC=CC4=N1,0.0789473684210526,0.1327106849528517,0.1662494988632025,0.1042046766268305,0.4712591408031341,1.7528359902092957e-07,8.834050797789434e-07,0.0,0.1569767171139282,0.5392014052525599,0.392571012381646,0.5306709994052372
4,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring2][C][N][C][=C][C][=Branch1][N][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][S][C][=C][Ring2][Ring1][#Branch2],CCOC(=O)C1=CC=C(O)C(N2C=C3C(=C2C4=CC=CC=C4)C(=O)N(C)C(=O)N3C)=C1,0.0445380175934891,0.0061698201902832,0.1782786757149016,0.0499902328414946,0.5717246130170762,0.0020944534688323,0.0132372249044992,0.0,0.1678386594791329,0.548381482770623,0.4064431295200525,0.9223012146319788
5,[C][C][C][C][C][Branch1][C][C][C][C][Branch1][Ring1][C][O][C][Branch1][Branch1][C][C][C][C][Branch1][Ring1][O][C][O][O][Ring1][#C],CCCCC1(C)CC(CO)C(CCCC)(OC)OO1,0.0936329177569044,0.0062964738780979,0.0055921319627863,0.0558618236309074,0.0095513116423861,4.894487373754568e-08,4.24169871427425e-06,0.0,0.0468053465992823,0.5040793016235621,0.3394976113422716,-0.597710116658954
6,[C][C][C][C][C][C][C][C][C][C][C][C][N][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch2][Ring1][Ring2][C][C][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=C][C][Ring2][Ring1][N][=O],CCCCCCCCCCCCNC1=CC=C2C3=C(C=CC=C13)C(=O)N(CCCN4CCCNCCNCCCNCC4)C2=O,0.0340305390965028,0.3023207724625709,0.1261816073278383,0.6005593817290306,0.0250823446575371,0.0,0.0,0.0,0.1198288057511508,0.531343182434264,0.3806963645673323,-25.55077085222224
7,[N][C][=C][C][Branch1][=Branch2][C][C][C][N][C][C][Ring1][=Branch1][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][Branch1][=N][Ring2][Ring1][C],NC1=CC(C2CCNCC2)=CC(NC3CCCC3)=N1,0.082558881056403,0.129488235885947,0.2529822128134703,0.0327203357413245,0.0888787421760728,0.0135466431548216,0.0071178885488268,0.0,0.0769284640704274,0.519526482792287,0.3628400184416782,0.7403385811591332
8,[C][O][C][=Branch1][C][=O][C][C][C][C][Branch1][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][Ring1][=C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring1][C][=N][O][C][C][Branch1][C][O][C][O][C][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2],COC(=O)C1CCC(C)C(C2=CC=C(C)C=C2)N1C(=O)C3=CC=C(C=NOCC(O)COCC4=CC=CO4)C=C3,0.0819537547062229,0.1454171173064599,0.1681256376734078,0.3324774596887399,0.1380909693545952,4.926149490966981e-22,2.533079791281385e-19,0.0,0.1088829713640694,0.532871972318339,0.3830065359477124,0.5932484649300949
9,[C][C][O][C][=Branch1][C][=O][C][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][Ring2][Ring1][=Branch1],CCOC(=O)C1(CC2=CC=CC=C2C)CCCN(C(=O)CCC(=O)OC)C1,0.0807046689808617,0.1712385607895198,0.1974712944177558,0.0570421238400547,0.1962519027389786,0.0002050801981828,7.1243967243703375e-06,0.0,0.1190973777202401,0.5137282635826608,0.3540782649693541,0.6139952461072447
10,[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][C][Ring2][Ring1][#Branch1][Ring1][=N],O=C1NC2=CC=CC=C2C(=O)N3C=C(C4=CC=C(Cl)C(Cl)=C4)CC13,0.0372570207962461,0.1931668523215639,0.1638394395873192,0.1151577377194882,0.008670155049768,1.498567162848241e-09,0.0797923397230782,0.0,0.1559980074331348,0.5205024975769775,0.3643148852274327,-2.064941608976108
11,[N][=C][Branch1][C][N][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][C][C][Ring1][O][N][C][=Branch1][C][=N][N],N=C(N)NC1=CC=CN=C1C2CC(O)C(NC(=N)N)CC2NC(=N)N,0.0663236532428072,0.107844220536598,0.1054021479999602,4.447133629955269e-05,0.6368308667353573,2.918930235893722e-64,0.0002738136243921,0.0,0.0537901776584921,0.5198624904507257,0.3633477633477633,-4.566581386721508
12,[C][O][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring2][Ring1][Ring1][Ring1][Branch1],CON(C)S(=O)(=O)C1=CC=C2C(=C1)N(CC3=CC=C(C)C=C3)C(=O)C4CCCN24,0.0933520056018673,0.3308912980041792,0.1479610499025861,0.0557216786739733,0.1717186845224031,0.0022331858984024,0.0013918526798338,0.0,0.1702435960185504,0.534153458452152,0.3849430038832519,0.5581822909910197
13,[C][O][C][=C][C][=C][Branch2][Branch1][Branch1][C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Ring1][=N][Branch1][C][O][C][Branch1][C][O][C][Branch1][#Branch2][C][=Branch1][C][=O][N][O][C][C][O][C][Ring2][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][Branch1],COC1=CC=C(C23OC4=CC(OC)=CC(OC)=C4C2(O)C(O)C(C(=O)NOCCO)C3C5=CC=CC=C5)C=C1,0.0610687022900763,0.1065151296585752,0.0080063186977319,0.0262839591813425,0.6974523831920024,7.600561457257789e-15,2.792432434891487e-13,0.0,0.1138807869150518,0.5323721088725135,0.3822511867406871,-1.480507667563244
14,[C][O][C][=C][C][=C][C][C][=C][Branch2][Ring1][O][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C][O][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring1],COC1=CC=CC=2C=C(C3=NC4=C(C(=O)N(C)C(=O)N4C)N3C)OC1=2,0.0453816765612038,0.0042018957369671,0.1465666776246856,0.0102570308653136,0.5619829953399686,0.0732053589791531,0.2540477373193769,0.0,0.1665117959502403,0.5573529411764706,0.42,0.0333634257989906
15,[N][=C][Branch1][C][O][C][Branch2][Ring2][Branch1][N][=C][Branch1][C][O][C][=C][N][=C][Branch1][=N][N][C][C][Branch1][C][F][Branch1][C][F][C][Ring1][=Branch1][C][Branch1][Branch2][O][C][C][C][C][Ring1][Ring1][=N][Ring1][P][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],N=C(O)C(N=C(O)C1=CN=C(N2CC(F)(F)C2)C(OCC3CC3)=N1)C4=CC=C(Cl)C=C4,0.0702666408130089,0.3261640365267211,0.1300650237557222,0.1937090930652555,0.2471780246201093,1.0002325249397616e-09,0.0530828653923918,0.0,0.1024371641874894,0.5458471488804291,0.4026134694193149,0.2754361450796453
16,[C][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][C][C][Branch1][#C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Br][C][Ring1][#C],C=CCC1=CC=CC=C1OCC(O)CNC2(C)CCCC(C(C)(C)NC(=O)CBr)C2,0.113462929643334,0.1421242273698069,0.1545402764387173,0.1792865336184447,0.0802349059584231,7.906640666866347e-13,3.838347127377469e-14,0.0,0.0989429263924597,0.51460564751704,0.3554040895813048,0.032934234485742
17,[C][N][Branch1][C][C][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=S][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=C][Br],CN(C)C1=CC=C(C(=S)N2CCOCC2)C=C1Br,0.0745218001941957,0.0978839056750529,0.1132851192255834,0.0071446687449516,7.298049370488643e-05,5.370740163215899e-10,0.0355067807530193,0.0,0.105670493051452,0.5155462184873949,0.3568253968253969,0.9942556494374012
18,[C][C][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring2][Branch1][C][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][C][C][S][Ring1][=Branch2][=Branch1][C][=O][=O],CCCC(=O)N1CCC1(C)C(=O)NS(=O)(=O)C2=CC3=C(C=C2C)CCCS3(=O)=O,0.0825041253094007,0.1531140337536916,0.373772500798201,0.011261076801363,0.6521808888540921,3.114153082791959e-07,0.0002199764569045,0.0,0.1020489318585091,0.2861748977665933,0.387997623291741,-1.2481069756149787
19,[C][C][=N][O][C][Branch1][C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch2][N][C][=C][C][=N][Ring1][Branch1][C][C][Ring1][O],CC1=NOC(C)=C1C(=O)N2CCC(N3C=CC=N3)CC2,0.1094897802902717,0.3362193900727166,0.3415650255319866,0.0179068803004292,0.1237178252166034,0.0966528360898473,0.0932124946926267,0.0,0.1072964819083899,0.5294803235979706,0.3778813778813779,0.5130947233594918
20,[O][=C][Branch2][Ring1][=Branch2][C][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][N][C][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],O=C(CCNC(=O)N1CC(=O)NC2=CC=CC=C21)NCCC3=CC=CC(F)=C3,0.0187812056606337,0.3069249070224256,0.45573271518765,0.0350368321392239,0.594341852296733,0.048708083793751,0.0754516357259124,0.0,0.1306733984999895,0.5288214459337455,0.3768857405221041,0.8534764671081467
21,[C][C][Branch1][C][C][C][=Branch1][C][=N][N][C][Branch2][Ring1][N][C][=C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch1][=C][C][=C][Ring1][S][F][C][O][C][C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][N][=Branch1][C][=O][=O],CC1(C)C(=N)NC2(C3=CC(NC(=O)C4=CC=C(Cl)C=N4)=CC=C3F)COCC2S1(=O)=O,0.0699921740398752,0.2754306972098739,0.1458320029350181,0.0526574644481495,0.5618066787054761,3.383687255643041e-06,0.0575934498709573,0.0,0.1175266696874428,0.3035444947209653,0.4142450142450142,-1.0756947175230973
22,[N][C][C][C][C][C][C][C][C][C][C][C][C][N][C][C][=C][N][Branch1][N][C][C][C][C][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][N][=Ring1][=C],NCCCCCCCCCCCCNC=1C=CN(C2CCC(CO)O2)C(=O)N=1,0.0679611650485436,0.1125044741580639,0.114706569041783,0.1033396230779579,0.3573968385463466,1.3609168347215127e-10,2.0387015858028592e-14,0.0,0.0698220730002121,0.5274466495598792,0.3748082704460396,0.3331595477143085
23,[C][O][C][=C][C][Branch2][Ring1][=N][C][=N][N][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][Branch2][Cl],COC1=CC(C=NNC(=O)C(OC)C2=CC=C3C(=C2)OCCO3)=CC=C1Cl,0.0545004314634569,0.2691909510290827,0.4190137456981208,0.0736003273708546,0.2621511718547399,0.0083480287366649,0.1470997448972112,0.0,0.1288097603350428,0.5498376500792872,0.4086435601198117,0.784956613384229
24,[C][C][=Branch1][C][=O][N][N][C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=O][C][C][Ring1][S][C][=C][C][=C][C][=C][Ring1][=Branch1],CC(=O)N1NC(=C2C(=O)N(C)C(=O)N(C)C2=O)CC1C3=CC=CC=C3,0.0745540099207072,0.107844220536598,0.4564354645876384,0.0047675639617246,0.6134297941912024,0.0010447779939481,0.2427246094914099,0.0,0.1667742977186768,0.5096749226006192,0.3479532163742689,-1.0739339974998665
25,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=S][N][C][S][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Branch1][C][C][C][=Ring1][=Branch2][C][=Branch1][C][=O][O],CCN(CC)C(=S)NC=1SC(C(N)=O)=C(C)C=1C(=O)O,0.0584605422193667,0.1473252023112832,0.0073755911671724,0.0210988245117228,0.5618692204258945,0.033628019963455,0.0237607368956979,0.0,0.0588862578000621,0.5327912735059894,0.3828845910757173,0.416205362582648
26,[C][C][C][C][=C][Branch2][Ring2][=N][C][=Branch1][C][=O][N][C][C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][C][O][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][N][Branch1][C][C][N][=Ring2][Ring1][S],CCC=1C=C(C(=O)NC2CC(C(=O)NCCOC)N(C(=O)C3=COC4=CC=CC=C34)C2)N(C)N=1,0.0683760683760683,0.1543587845658389,0.1752552153911102,0.0154657086495955,0.7572253863084989,1.1844500709404249e-08,1.102005942537255e-07,0.0,0.1534023977141941,0.5295845210330828,0.3780388317833252,-0.9889204807096031
27,[N][C][=N][C][=C][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][C][C][Branch1][Ring1][C][Br][C][Branch1][C][O][C][Ring1][Branch2][O],NC1=NC=CC2=C1N=CN2C3CC(CBr)C(O)C3O,0.0595340557787587,0.2797514424720941,0.2886751345948128,0.0037092112958438,0.67390196364845,0.0001036567419086,0.0133643203352383,0.0,0.0720390224703461,0.5229133799113515,0.3679579963104867,-2.2839233700842705
28,[C][C][=C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=O][O][C][=C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1],CC1=C(C(=O)OCC(=O)N2CCCC2=O)OC3=CC=CC=C13,0.0618984460590172,0.3698001308168194,0.4909902530309828,0.0284557210721036,0.3355459669360054,0.156600371613515,0.0906736880915534,0.0,0.1514078671261186,0.5166788707184118,0.3585369601967112,0.899047270477451
29,[C][O][C][=C][C][Branch2][Ring2][=Branch1][C][=N][N][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][=N][O][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1],COC1=CC(C=NNC2=NC3=C(C(=O)N(C)C(=O)N3C)N2CC4=CC=CC=C4)=CC=C1OC(=O)C5=CC=CO5,0.0313129200974433,3.2788067856225086e-05,0.0076619814593184,0.0591653187674357,0.542195624024363,4.641797203183982e-12,9.892988490291118e-07,0.0,0.1540160064167297,0.5832826074926678,0.4591826068778091,0.7982080569263019
30,[C][O][C][=C][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][Branch1][=C][C][S][C][=N][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][=C][C][Ring2][Ring1][Ring1][=O],COC1=CN(CC(N)=O)C(CSC2=NC=CC(C)=N2)=CC1=O,0.0365636212063565,0.2862991671569341,0.1602093520238731,0.0042396806928252,0.7616556644017829,0.0001065487667918,0.1041297682370849,0.0,0.1145319125544052,0.5434619707755713,0.3990092002830856,-0.6088108585566925
31,[C][N][Branch1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][O],CN(C)CCOC1=CC=C(N2C=CN=C2)C=C1,0.0324442842261525,0.2294157338705617,0.1300650237557222,0.0053431972371458,0.0016223566838238,3.233031306817166e-06,0.0381122717239864,0.0,0.0961617493179703,0.5205198358413132,0.3643410852713178,0.991101823989093
32,[C][C][Branch1][C][C][C][C][Branch2][Ring2][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][O][C][=Branch1][C][=O][C][N][Branch1][#C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][C][O][O][C][=Branch1][C][=O][O],CC(C)CC(NC(=O)C(CC(C)C)NOC(=O)CN(C(=O)OCC1=CC=CC=C1)P(=O)(O)O)C(=O)O,0.0497167116011244,0.1507103645068286,0.0080485396324834,0.0207357873327727,0.6268875220882462,9.631598795335046e-36,1.2448732267546665e-13,0.0,0.0760423832237671,0.5163794331291839,0.3580844767285445,-1.113649989516482
